SID,email,Surname,GivenName,MI,Gend,Prog,Enrolment Type,Att,SAT MT,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,MT_Total,Days online 2,Views 2,Contributions 2,Questions 2,Days online 3,Views 3,Contributions 3,Questions 3,Days online 4,Views 4,Contributions 4,Questions 4,Days online 5,Views 5,Contributions 5,Questions 5,Days online,Views,Contributions,Questions,Video_1_W2,Questions_1_W2,Correct_1_W2,Video_2_W2,Questions_2_W2,Correct_2_W2,Video_1_W3,Questions_1_W3,Correct_1_W3,Video_2_W3,Questions_2_W3,Correct_2_W3,Video_1_W4,Questions_1_W4,Correct_1_W4,Video_2_W4,Questions_2_W4,Correct_2_W4,Video_1_W5,Questions_1_W5,Correct_1_W5,Video_2_W5,Questions_2_W5,Correct_2_W5
373584511,ydax2112@bogus.com,Fang,Shen,C,male,SMED,HECS,Full Time,1,1,1,1,0,1,0,1,1,0,1,70,6,22,5,3,1,12,4,1,7,16,5,0,3,31,5,5,17,81,19,9,50.42703846,78.94950672,20.41445718,54.84652444,75.89487171,100,58.84012029,65.38690629,62.28940446,90.38571434,70.95068767,35.04050758,51.78544094,59.4196767,100,79.70681624,74.94414996,96.13967307,62.7441472,66.20317415,81.00958536,67.45665992,61.5374105,76.69098779
321616502,krsx6753@bogus.com,Fang,Sun,F,male,FASS,HECS,Full Time,1,0,1,1,0,1,1,0,1,0,0,50,0,4,1,0,5,6,1,1,7,15,1,0,0,3,1,1,12,28,4,2,37.25423191,77.26403194,5.370388307,62.07116084,54.78866995,13.49267054,52.6479252,40.20925831,0,23.9144721,39.31231937,0,71.09669076,51.27785737,48.1588894,58.09541399,47.07576657,67.84315311,62.15084929,40.03322379,41.00248962,42.18401441,44.77378047,57.86681373
338208762,izma7057@bogus.com,Fang,Lan,J,female,SMED,HECS,Full Time,1,0,1,1,1,0,1,1,0,0,1,60,7,15,1,1,2,15,1,1,7,10,1,1,5,31,1,1,21,71,4,4,53.91262772,60.16295914,99.66225614,41.71439596,64.19516359,14.78575624,70.07571795,43.69974062,81.08051407,39.20740055,72.83899657,100,54.75900485,73.90506386,100,78.94764409,81.59200911,29.84252155,47.81023918,52.27983435,50.44240901,83.47193038,41.70881992,46.24203288
382741506,yzij2082@bogus.com,Fang,Yuan,L,male,FASS,International,Full Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,1,21,0,0,19.38333195,34.60452933,0,0,45.62002399,0,0,0,0,23.45978221,0,0,2.259233403,22.86043304,37.76622037,0,0,21.03502542,0,38.87692953,0,0,26.28128151,11.15614098
377341321,rfdr7810@bogus.com,Fanny,Ryder,A,male,FSCI,International,Part Time,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,1,0,4.601700417,0,0,0,25.84366617,0,6.154768288,0,25.43373821,10.76400291,0,0,4.638899766,0,58.63236838,8.152835003,0,80.21293369,0,27.84004143,9.549676937,0,0,0
346244445,wavn5487@bogus.com,Farrow,Imogen,T,female,FASS,International,Full Time,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,5,7,0,0,11.65816562,18.31422031,56.18655904,0,0,0,0,0,1.676913487,0,0,29.21250408,0,0,10.93543919,0,6.837996668,0,0,16.1108336,0,14.46768492,0,26.68759211
312389236,jhzu3580@bogus.com,Feng,Xue Fang,C,female,FEIT,International,Full Time,1,0,1,0,1,1,1,1,0,0,1,60,7,23,0,0,7,12,0,0,3,34,0,0,5,52,1,1,22,121,1,1,56.09152794,57.23859474,45.0944185,63.40909672,39.25771087,51.58521535,58.66800207,46.19605062,82.83120374,52.46312778,60.05172106,96.98010479,55.28854271,89.02311569,91.82118221,61.73695018,59.83569411,6.170348928,27.06011205,78.39481592,87.19322365,71.30165888,67.81379808,11.94335932
390269008,sgdf7714@bogus.com,Feng,Lin,C,female,FEIT,HECS,Full Time,1,0,0,1,1,0,1,1,0,0,1,50,0,17,1,0,7,5,1,0,7,17,2,2,0,10,1,1,14,49,5,3,31.22426521,27.9818865,2.025921045,52.32984258,59.77324887,32.74449868,51.15128872,68.49423831,65.09209912,69.92643155,41.44798679,65.67971438,53.48818433,43.35302656,100,35.73978144,55.40264307,79.22072639,24.61287436,49.20067772,40.6752665,47.94091682,45.46445658,57.3663732
369564764,jkiz1908@bogus.com,Fetherston,Sean,K,male,FSCI,HECS,Full Time,1,1,1,1,0,0,1,0,0,1,1,60,3,19,2,2,7,25,1,0,7,12,0,0,7,40,1,1,24,96,4,3,64.52050862,60.84010138,70.7368885,70.36620495,55.3069075,52.14731378,56.06449645,49.54842284,55.00441219,57.03559801,66.93604099,31.36918526,46.18907514,68.48221527,60.01810656,55.12616028,54.04815681,34.95817002,77.63960359,65.15554411,94.15156394,55.74833396,71.46914775,59.71805834
393999446,clej8839@bogus.com,Fidler,Dylan,P,male,SMED,HECS,Full Time,1,1,1,1,1,1,0,1,0,1,1,80,0,20,4,2,0,29,4,4,3,16,4,1,0,26,5,5,3,91,17,12,76.14222687,94.72209411,100,100,83.94356795,77.53432836,70.36362616,64.06308398,62.72986911,84.26734784,74.56333731,79.75507024,88.89849796,78.455109,100,84.86277131,82.58334634,88.58619032,72.73960193,71.45177249,24.81387964,62.39105761,99.831224,100
328518976,oqsw1471@bogus.com,Finlay,Oscar,T,male,FSCI,International,Full Time,1,1,1,1,0,1,1,0,1,0,1,70,6,16,1,0,4,21,0,0,3,13,0,0,4,59,0,0,17,109,1,0,69.36454348,60.45292933,100,70.53064992,56.26891119,49.69429859,66.6088812,81.2553013,61.35802907,70.60993883,53.18624728,52.27141675,57.08295021,72.15481494,93.79417266,49.1361115,74.38430482,85.07783804,57.68817338,64.43513978,99.77723686,57.6751783,56.89459746,47.06390801
306470229,mdle7744@bogus.com,Fitchett,Samuel,E,male,FEIT,International,Full Time,1,0,1,1,1,0,1,1,1,1,1,80,3,33,0,0,6,20,0,0,3,3,0,0,5,31,0,0,17,87,0,0,57.93802958,100,60.1814152,92.13576594,80.38338675,70.2959092,85.90359987,79.66366631,68.48929528,83.94371579,72.24151929,57.35675632,68.29619036,57.9805041,91.78988786,97.35740195,74.34361504,13.45568118,69.4008111,71.12604316,83.3599163,76.98616016,68.13962212,48.56157986
381124298,abcw8083@bogus.com,Fosbery,Gabriella,E,female,FSCI,Local,Full Time,1,1,1,1,1,0,0,1,0,1,1,70,7,4,3,2,7,15,4,4,3,15,4,1,1,39,4,1,18,73,15,8,65.69852435,61.70730157,94.70979533,71.81559833,93.1455778,70.73282544,89.90941582,94.2409976,28.18243,59.91564784,73.22945583,44.40570093,85.01669765,99.38740181,80.59528481,53.38100779,49.8357686,82.8538815,45.27315176,73.42813216,62.81341592,84.43258124,84.66897545,47.47917795
388101746,btnq7093@bogus.com,Fu,Ying,Q,female,FSCI,HECS,Full Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,8,1,0,0,0,1,0,0,0,1,0,7,8,4,1,0,9.22805873,0,0,0,4.536202783,0,0,40.68481985,0.196086048,0,0,20.69950107,0,0,8.586304745,0,0,0,15.12810475,0,6.671734799,28.66236153,0
391129912,swga7271@bogus.com,Gartrell,Kiara,T,female,FSCI,HECS,Full Time,1,0,1,1,1,1,1,0,0,0,0,50,7,0,2,2,7,0,1,1,3,16,1,1,7,21,0,0,24,37,4,4,38.29970493,40.2996539,100,19.88047371,37.88693407,39.86849097,62.94813979,55.48907229,22.49262211,42.50807754,44.4283295,16.73450718,58.97356387,55.11428297,73.92710199,48.6886235,58.50493435,28.02722057,44.98453967,40.84082638,71.25631206,69.71276938,45.73333771,13.65687043
349891359,qgcb3586@bogus.com,Geils,Keira,T,female,FEIT,HECS,Full Time,1,0,0,1,0,1,1,0,0,1,1,50,1,21,1,1,0,16,2,2,5,6,1,0,0,0,1,1,6,43,5,4,48.99792964,44.50916971,76.80575784,32.9059603,52.24273926,77.28614326,75.2448363,57.98641974,68.83109979,59.08903181,60.26419137,88.62210945,54.74623014,56.70021431,45.19444996,43.99233655,74.07160206,65.80107075,62.23097443,47.17627736,43.21416279,31.47681594,46.74652557,100
309288966,ypnj7019@bogus.com,Gellatly,Eve,H,female,FASS,Local,Full Time,1,1,1,1,1,1,1,1,1,1,1,100,7,25,3,0,0,34,4,0,7,12,5,1,7,24,4,3,21,95,16,4,94.4451255,100,100,100,100,100,100,100,100,100,99.56351056,100,87.9915667,91.04545803,100,88.73280796,100,78.79896138,100,100,100,100,100,87.96890198
396913155,eswv4528@bogus.com,Gentile,Brodie,L,male,FSCI,Local,Full Time,1,1,1,1,1,0,0,1,0,1,0,60,0,15,1,1,6,17,2,1,0,16,1,1,1,25,0,0,7,73,4,3,55.88930524,44.33465518,43.70104234,55.81739219,39.21593919,100,68.90296766,77.41014382,67.8592091,68.39658945,56.53941671,92.25910072,45.93952273,69.03618527,0.2628408,51.34885865,78.65946966,49.50865561,41.52943765,71.12957343,78.95033509,70.48528627,44.81910727,51.53055618
382816962,uioi9297@bogus.com,Glenelg,Xavier,M,male,FASS,International,Full Time,1,0,0,0,1,1,0,0,0,0,1,30,5,15,0,0,0,24,0,0,2,19,1,1,3,4,0,0,10,62,1,1,31.50726977,5.74765535,35.70292858,22.80082861,33.26007894,26.63359741,36.80596941,15.66190827,30.05428314,23.3289367,27.75002946,23.86924953,35.98834618,0,55.9779367,29.56765547,17.89359635,100,8.989934448,45.35217801,37.33933088,37.25236275,7.04900011,24.19817342
338372824,xkti7364@bogus.com,Gorman,Jake,E,male,SMED,HECS,Full Time,1,1,0,1,0,1,1,1,1,1,1,80,7,17,4,2,3,8,4,4,4,17,5,5,7,39,4,3,21,81,17,14,89.2640338,96.08351312,100,82.23847911,83.49926361,97.15233029,70.95301256,100,82.26062168,89.81645742,75.10282652,100,90.46672947,59.42587198,46.43549199,66.44559319,74.63711212,94.0272291,83.60953308,73.03191239,63.38250491,69.22843574,75.9319453,75.13628979
347761499,sysr5086@bogus.com,Grenda,Justin,A,male,FEIT,International,Full Time,1,1,0,0,1,1,1,0,1,1,0,60,0,25,0,0,4,3,0,0,1,29,0,0,4,63,0,0,9,120,0,0,67.28623781,39.66658638,97.47798486,74.33097426,50.36120003,100,58.47715437,42.78675824,66.74517439,88.89815336,54.27917485,45.39859697,55.85770345,51.64421539,31.06662948,71.23887169,64.6098579,57.31600932,66.39010138,69.35932329,73.45673814,65.64233905,81.49648689,62.79190472
338064278,susr3186@bogus.com,Grimshaw,Jorja,J,female,SMED,International,Full Time,1,1,1,1,1,1,0,0,1,1,0,70,4,42,0,0,7,0,0,0,3,22,0,0,5,46,1,1,19,110,1,1,79.12981093,65.14105953,48.96491345,70.85878315,45.28244886,39.51510526,53.73756096,76.83635061,8.098075378,54.41400927,72.48683003,81.14596271,64.39581816,80.14520024,100,92.7146125,71.62350833,36.9122584,84.99405386,62.91406476,100,93.88965178,87.08857849,8.177657431
381304143,sozq3345@bogus.com,Groom,Samantha,W,female,FASS,Local,Full Time,1,1,1,1,1,1,0,1,1,1,0,80,0,17,4,1,7,25,4,1,0,11,5,3,1,28,4,4,8,81,17,9,89.9634282,69.3688175,100,87.65493779,84.05182239,47.84612422,71.10505458,54.98083493,100,65.27552188,73.64079573,100,76.50935959,50.43016477,100,85.43118061,89.77397739,76.03149466,92.24757253,74.62141505,40.96573585,72.38906424,66.18831835,28.86808229
371397438,sgzr1762@bogus.com,Gyles,Matthew,L,male,FSCI,HECS,Full Time,1,0,1,1,0,0,1,1,1,1,1,70,7,13,4,4,0,19,3,1,0,13,4,1,3,25,4,2,10,70,15,8,80.03905482,75.45131739,36.58971582,79.8171024,67.93403555,87.74564211,68.55403739,71.3070388,77.74242926,68.09666167,64.87630866,53.10614214,69.2849709,64.17204667,70.2560402,60.58823963,41.56970695,100,59.15474621,71.51290238,40.05985373,96.69257256,39.10029006,100
390427164,fvyc1223@bogus.com,Hackett,Hayden,E,male,FEIT,HECS,Full Time,1,1,1,0,1,1,0,1,0,1,1,70,7,15,4,3,0,16,4,2,7,20,3,3,2,13,4,3,16,64,15,11,74.89027958,69.60623758,22.83167666,84.38283219,71.42238271,34.38957782,61.90082386,85.07217044,45.06479109,85.48932552,75.44751655,0,72.87689619,90.19776078,100,65.5841027,74.41978331,100,44.18119375,72.55593146,6.941036127,60.42356973,60.90788319,73.04124146
389398040,ocbe3461@bogus.com,Hague,Joel,K,male,SMED,Local,Full Time,1,1,1,1,1,0,0,1,1,1,1,80,7,17,4,2,7,28,5,2,1,23,3,3,0,21,4,0,15,89,16,7,83.937371,81.01072372,100,99.6539704,63.5570183,40.05899967,90.11854604,71.6441254,76.22332628,66.30468364,72.84836758,49.21998394,77.51293391,73.11745386,100,73.42765617,88.76661128,95.6874175,77.43196607,79.75186264,100,89.96914117,72.9705676,100
399739378,ifsr7062@bogus.com,Halford,Elizabeth,J,female,FEIT,HECS,Full Time,1,0,1,0,0,0,1,1,1,1,0,50,7,0,1,1,0,2,1,1,0,18,1,1,3,13,1,1,10,33,4,4,43.85679361,49.38934796,59.87380159,43.66065272,40.05886896,100,38.62561221,39.86832265,58.86613686,42.36573558,51.60405548,41.68733193,46.76760618,49.07171002,44.96527523,46.27779189,24.82419218,40.37189466,68.8821083,35.64220675,89.9731312,65.43768313,75.58687083,100
330893522,cmnq5204@bogus.com,Han,Zhen Juan,B,female,SMED,HECS,Full Time,1,0,0,1,1,1,1,1,0,0,1,60,7,8,1,0,4,18,1,0,1,11,1,1,0,25,1,1,12,62,4,2,75.08646961,67.50105653,79.82762562,61.28594133,53.66876774,72.29718185,93.09527373,66.17810396,76.61726957,63.57028908,63.49670398,29.29502618,48.39205971,89.01744329,17.30937052,41.55656584,51.39467389,19.97337999,50.81015816,61.28177403,22.640442,74.1095563,32.8139218,39.89658056
352708987,qevv1561@bogus.com,Hao,Meng,X,male,SMED,International,Full Time,1,1,0,1,1,1,1,0,1,1,1,80,1,20,0,0,7,40,0,0,7,29,0,0,5,51,0,0,20,140,0,0,71.83798817,81.24693547,86.36523089,100,64.58641621,76.02135788,98.5148114,100,98.34496882,71.87712026,79.87860747,94.33486089,98.73594522,81.8131285,99.82073022,77.58655792,85.09296688,38.96125014,87.15617831,69.06219928,66.84546678,92.60267551,63.2031858,65.76685207
306222554,zvza6671@bogus.com,Hao,Cui,C,female,FASS,HECS,Full Time,1,0,1,1,1,1,1,0,1,1,0,70,0,20,5,1,0,11,4,1,7,8,3,3,7,32,3,3,14,71,15,8,69.64850711,67.82031311,8.140508902,65.57975133,44.7117852,100,52.91827266,68.13947098,44.33663106,47.93397494,76.51464232,94.2867715,75.56397806,87.11439334,100,82.22695799,73.85999193,28.88515569,68.11765703,60.52290365,100,59.77870095,64.2122476,81.87062715
319057434,iskp8214@bogus.com,Harington,Justin,P,male,FSCI,International,Full Time,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,11,1,0,0,0,0,0,9.061273971,2.946392191,11.35915717,11.40847894,0,14.55714168,0,0,0,0,0,0,20.02288454,33.59103395,17.00699777,0,0,2.189871225,6.501493448,0
380491074,qifn5958@bogus.com,Harricks,Riley,I,male,FEIT,International,Full Time,1,0,0,0,1,0,1,1,1,1,0,50,1,23,0,0,0,35,0,0,3,9,0,0,3,21,0,0,7,88,0,0,41.33632185,65.92019007,34.84629436,37.43907276,60.46961575,58.58899605,18.46013008,47.32579705,59.70205759,22.71861688,36.40221674,22.87777555,43.79896313,47.70105832,28.81860863,59.89191984,61.23258521,42.54626903,68.06081887,35.67641975,67.53993394,33.84092856,71.95667285,61.36861509
365002344,rfan7320@bogus.com,Hawken,Kayla,A,female,SMED,Local,Part Time,1,1,1,1,1,0,0,1,1,1,1,80,2,27,2,2,1,26,2,1,7,23,2,0,4,45,3,2,14,121,9,5,78.35978134,71.27910588,58.67852446,61.30267895,54.8463296,94.10698037,95.36403018,83.90053151,59.30868807,75.86427389,92.24530493,100,78.51046168,100,92.25319981,85.52012329,88.34900227,47.44121349,61.14206617,99.17844151,65.21201361,60.0205357,99.78200359,59.08219254
349232037,xymd3961@bogus.com,Haynes,Gemma,M,female,FASS,HECS,Full Time,1,1,1,1,0,1,0,0,1,0,1,60,5,20,1,0,6,12,0,0,0,5,1,1,7,13,2,1,18,50,4,2,82.41511514,50.12526066,28.31749732,59.54222202,63.2196502,55.37772359,55.18701873,67.6958681,32.99337393,64.7365892,54.35138239,34.23264702,43.39495906,56.07567209,12.81641031,61.9961255,65.27329359,60.09655764,80.21499481,40.95436073,81.92224707,57.78691703,61.27613352,0
331665564,uplh8338@bogus.com,Hayter,Jett,S,male,FEIT,International,Full Time,1,1,1,1,1,1,1,1,1,1,1,100,7,40,0,0,7,46,1,0,6,41,1,1,7,67,0,0,27,194,2,1,99.546341,100,100,89.11369092,100,100,87.68312682,99.30761913,100,100,92.59266655,66.70976633,100,100,80.05550345,100,100,82.48177567,100,84.53341403,100,93.55412662,83.25206761,39.37714696
357421614,zycd7896@bogus.com,He,Li Wei,C,female,FASS,HECS,Full Time,1,0,0,0,0,0,0,1,0,1,1,30,0,13,1,0,3,2,0,0,4,0,1,1,6,0,1,1,13,15,3,2,56.14781658,35.65374023,52.8245351,60.07707184,21.3491281,40.20059073,33.37012625,26.41379483,0,22.6483365,47.63924087,0,18.12512612,25.71212312,88.10196499,45.37971913,16.31273294,0,29.89019532,50.21188747,42.9572646,19.66226083,32.46012565,54.63808958
387429271,ymby4362@bogus.com,He,Lili,W,female,FASS,HECS,Full Time,1,0,0,0,0,0,0,1,0,0,0,10,5,0,0,0,0,8,1,1,0,7,1,1,0,2,1,1,5,17,3,3,0,34.98141543,0,19.42867814,0,0,0,14.48398427,38.39242185,30.20326888,3.472865693,11.84719781,10.4061714,0,0,0,15.8591208,11.1810528,0,9.013532423,22.50672266,3.105808635,53.60217194,1.619687686
384107074,ehwt3849@bogus.com,He,On,M,male,FEIT,HECS,Part Time,1,1,1,0,1,0,1,1,1,1,1,80,7,38,1,0,2,26,3,0,6,22,1,1,5,56,1,0,20,142,6,1,74.83012041,83.20986618,95.39727637,94.09257789,63.18126651,100,80.33799344,64.67595441,100,85.77633567,71.74224255,35.71510217,69.05607259,70.91840721,89.19442106,61.37399164,91.17114377,25.35229106,100,62.05766658,63.30546684,99.29457826,77.11052779,97.99202205
366338610,qpsw4478@bogus.com,He,Genji,H,female,FEIT,Local,Full Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1,1,0,6,1,0,0,13,4,1,0,0,0,0,10.26889172,0,24.73564547,6.602863567,0,16.04875981,0,29.62895199,10.19658421,17.69372046,0,0,26.56161419,0,36.01612526,34.56989799,0,24.23881403,0.028905091,20.6870891
333306652,yuon3964@bogus.com,Heales,Levi,M,male,FEIT,HECS,Full Time,1,0,0,0,0,0,0,0,0,1,1,20,7,8,2,1,0,0,1,0,0,10,1,1,5,20,1,0,12,38,5,2,31.58381336,10.56619119,26.33222215,0,0,4.653176351,36.6669995,47.03570663,0,30.12735858,14.90229604,72.5040793,11.51643766,7.629456583,2.602473964,21.62031254,15.28432931,15.3668371,37.91599522,9.900435607,45.48940411,25.27313469,20.23854129,10.42961471
316265454,gqmm8434@bogus.com,Heydon,Anna,C,female,FASS,International,Full Time,1,1,0,1,0,0,0,0,1,0,0,30,7,7,0,0,2,3,0,0,3,16,0,0,0,0,0,0,12,26,0,0,0,66.67735175,43.4146405,4.459410086,40.14463265,22.75081188,28.18509382,39.57911073,0,40.45831749,52.27458596,8.299068053,32.02573839,8.021331879,39.91195885,18.97681303,43.16239946,37.38132701,47.8282844,35.75116579,59.83123668,52.60716875,27.21373088,30.00330999
345448513,dxqz4064@bogus.com,Hincks,Jade,O,female,SMED,International,Full Time,1,0,0,1,1,1,0,1,1,1,1,70,4,42,0,0,4,18,0,0,4,22,1,0,5,21,0,0,17,103,1,0,87.36244361,51.70210134,63.88724821,89.37679415,76.23390066,63.21413765,77.81835662,59.53417009,46.43779256,49.60469265,72.84538537,36.08288563,61.15392808,75.26713074,40.6019259,51.44100555,74.09147566,52.97638702,54.56930075,66.33700177,87.12560493,78.87140219,61.14618996,45.04708354
335714388,aujl4590@bogus.com,Ho,Xin Qian,S,female,FEIT,Local,Full Time,1,1,0,0,0,1,1,0,1,0,1,50,7,9,0,0,0,16,1,1,4,14,2,2,0,15,2,2,11,54,5,5,84.64952222,67.5828705,16.68723486,78.59911981,56.55983584,44.01915975,52.50608172,57.65128661,50.55827078,73.2322513,55.15300696,100,73.70608056,69.27579391,95.95595446,48.37789743,83.06924099,66.8481683,61.87475341,48.71504271,92.87687984,54.11267279,55.44530969,56.07769449
397835878,bofd1478@bogus.com,Ho,Chang,Y,female,SMED,HECS,Full Time,1,0,1,1,1,1,1,1,0,1,1,80,0,26,4,0,7,20,4,4,0,7,4,4,7,27,3,1,14,80,15,9,69.28850589,67.23704632,100,72.63073532,83.1660088,70.55944628,81.74273762,71.47114059,100,75.54696968,90.02242733,76.01792478,74.33003774,73.58132432,100,87.00652582,70.19992545,62.6494202,72.2536305,72.63030439,23.07472924,81.47907525,66.6886305,81.32165063
337926410,bjkr3542@bogus.com,Ho,Wu,L,male,FEIT,International,Full Time,1,0,1,0,0,1,0,0,1,1,1,50,3,9,0,0,7,19,1,0,5,17,0,0,3,27,1,0,18,72,2,0,56.85543632,73.85859614,23.68567368,44.55832456,8.680660015,100,22.65959372,72.87287612,40.40830868,46.04134178,76.08017787,71.47630916,77.95886228,63.99233904,88.61730731,61.16958133,71.08949677,30.50334757,57.83976716,38.79789489,20.95505718,63.52920644,56.85249352,4.114074068
343046362,gwcs5926@bogus.com,Holman,Eliza,T,female,FEIT,International,Full Time,1,0,1,0,0,0,1,1,0,1,1,50,0,16,0,0,2,7,0,0,5,0,0,0,3,24,1,0,10,47,1,0,41.86266939,54.74824343,55.6459289,1.062719077,40.65214917,25.51907913,40.30426569,39.03728815,58.09206192,37.99786395,53.97012689,44.79818069,48.38576846,43.87631202,15.43404873,36.99666469,64.0510378,45.60448604,45.20788699,23.27782627,87.874202,67.71795718,42.69790067,100
337450380,lyga8847@bogus.com,Hordern,Zoe,D,female,SMED,HECS,Full Time,1,1,1,1,1,0,1,1,1,0,0,70,0,19,4,4,5,28,4,4,7,18,4,4,7,15,4,0,19,80,16,12,84.92438843,79.31665579,55.69702088,81.22430228,68.42990559,78.51683248,77.97076844,67.38617008,59.89993141,89.61339705,91.92831936,100,85.66434171,47.05946296,55.45336622,67.20352741,72.05888067,57.87358509,48.28877421,61.24106582,85.28851168,69.67464911,85.80268803,60.17687839
370160398,xpgu7748@bogus.com,Hose,Archie,S,male,FASS,International,Full Time,1,0,1,0,1,1,0,1,1,1,1,70,0,24,0,0,0,46,0,0,4,33,0,0,4,49,1,0,8,152,1,0,81.91459806,58.01631308,83.40077946,64.31436357,66.06438151,61.19122461,73.64604929,88.89850702,45.10773563,93.99049793,82.28930234,94.4166712,63.33045904,67.32265746,14.89912525,62.31214465,75.72285902,76.10938299,58.1605039,77.50851192,99.86141514,79.82942339,39.84274514,93.47284362
381593803,ovfz8385@bogus.com,Hou,Lian,S,female,FSCI,International,Full Time,1,1,1,0,1,0,1,1,1,1,1,80,3,19,0,0,7,38,0,0,5,17,0,0,5,40,0,0,20,114,0,0,83.05151589,89.08944894,59.78870353,53.34066888,80.08361505,100,74.77227514,49.87735511,73.89579321,77.08260501,79.01583608,71.83256779,86.4125775,92.87308796,100,100,79.44328632,83.3003136,82.53795498,59.79898139,100,100,67.93258186,42.26968078
330794979,tuew8714@bogus.com,Houlding,Alicia,S,female,SMED,HECS,Full Time,1,1,0,1,0,1,1,0,1,1,1,70,0,10,3,3,7,17,3,3,0,17,5,1,0,25,4,4,7,69,15,11,76.63854216,70.94315764,50.52355975,68.81061998,82.13493301,65.80559555,40.02666615,66.44819532,42.71003123,57.73774028,75.22000915,100,70.45283306,49.50611003,100,76.78586272,93.57510738,71.05498394,60.70369154,58.49708807,55.61717905,70.7725698,52.91348344,100
319549896,ysvh2103@bogus.com,Hoy,Zachary,K,male,FEIT,HECS,Full Time,1,0,0,1,1,1,0,1,0,0,1,50,5,14,1,0,5,3,1,0,0,5,0,0,7,10,1,1,17,32,3,1,35.50041797,42.82568041,50.9795891,34.92895183,61.25445434,16.88277759,51.95163324,41.56377189,66.27660408,34.68132546,60.21975165,50.49917603,35.27959035,57.12736914,68.41205628,28.94955014,14.88208895,62.20189577,36.73469444,48.13449132,38.31049212,62.81405775,46.14416106,62.60012045
395670677,hcpk5910@bogus.com,Hsia,Park,H,male,FSCI,International,Full Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,18,0,0,3,21,1,1,34.03699157,0,0,0,0,0,23.62210625,0,0,0,21.13782642,0,0,32.81438589,0,0,22.26058896,56.73098845,3.084973812,2.913844955,6.753447025,3.384463433,8.324189311,1.870063014
311126803,osyn8654@bogus.com,Hsia,Manchu,B,male,SMED,Local,Full Time,1,0,1,1,1,0,0,0,1,1,1,60,0,8,1,1,1,18,2,2,0,14,1,1,7,19,2,1,8,59,6,5,77.23453029,63.46774205,11.83558603,55.74036068,69.3797755,89.11399299,68.56904838,73.26105894,54.20762974,83.06719428,60.3206424,73.09601321,76.15961634,67.6758289,21.86563578,61.8562211,68.53440277,40.49863442,56.68474802,39.75208728,19.75678545,67.03973985,75.8303302,100
362350209,okib4434@bogus.com,Hsiao,Kang,R,male,SMED,International,Full Time,1,1,1,0,0,1,1,1,1,0,1,70,7,33,1,0,1,46,0,0,7,35,0,0,6,67,0,0,21,181,1,0,67.8251472,65.21076037,69.47097895,52.30535684,69.44915753,70.58724723,78.93294514,57.48873398,100,57.91951183,46.20099252,89.6920471,62.56773094,75.47437112,31.53514841,53.01475111,59.25891893,23.93508399,63.57077439,100,91.86914164,77.36378285,73.33693879,100
394964614,nptv2362@bogus.com,Hsieh,Fang,Q,female,FASS,Local,Full Time,1,1,1,1,1,1,1,1,0,0,1,80,7,32,5,5,7,28,4,3,7,21,4,1,3,22,4,1,24,103,17,10,63.67091407,90.72639736,88.11996427,66.671854,90.61605637,68.77303062,87.8401995,74.06571577,48.35798292,74.05831105,68.24197723,59.49835936,85.22126681,66.23811418,100,86.1548499,88.8255108,23.24859672,67.56299052,82.98306949,100,48.65671259,79.05143235,86.06954453
335479057,dzeu7747@bogus.com,Hsing,Shuang,C,female,FASS,Local,Full Time,1,0,0,0,0,0,0,0,1,1,1,30,0,2,1,0,7,13,1,0,7,2,2,2,3,5,1,1,17,22,5,3,21.38166255,38.47471558,21.42664286,23.0013507,35.51287087,56.03501904,0,24.72363505,21.64266684,29.50527519,36.45837725,61.28128561,41.89050009,15.19985498,26.11583994,32.46239286,31.23358546,49.27151447,54.4462671,1.55620248,25.17426816,13.68467401,7.974202015,84.98113762
335915494,pqge2995@bogus.com,Hsing,Yi,Y,male,FASS,HECS,Full Time,1,0,1,0,1,0,1,0,1,0,1,50,0,4,1,1,0,19,2,1,2,6,0,0,7,25,1,1,9,54,4,3,39.94587533,41.41844613,23.60970303,40.47917708,67.65632923,42.69600749,47.72835309,78.7195623,37.77740542,59.29109096,53.82505239,44.57211876,79.96358581,32.6657245,36.99445695,0.842442687,35.58040843,63.67270815,71.50588775,43.42435491,71.27285307,52.17601245,70.783762,100
