SID,email,Surname,GivenName,MiddleInitial,Gender,UOS Code,Program,Enrolment Type,Attendance,Pretest
331618940,zmfa1292@bogus.com,Macdougall,Julian,K,male,ELON3509,SMED,HECS,Full Time,35
306454038,xobo3111@bogus.com,Maclurcan,Isla,J,female,ELON3509,FSCI,Local,Full Time,56
352989393,nsbm5183@bogus.com,Madgwick,Angelina,S,female,ELON3509,FEIT,International,Full Time,3
305820388,psnn9932@bogus.com,Magarey,Isabelle,J,female,ELON3509,FEIT,International,Full Time,37
317547296,ebdn7269@bogus.com,Magarey,Amelie,H,female,ELON3509,FEIT,HECS,Part Time,37
323335586,goyg5948@bogus.com,Mai,Shaiming,Y,male,ELON3509,FEIT,HECS,Full Time,37
306798598,umqu1990@bogus.com,Manchee,Kate,J,female,ELON3509,SMED,HECS,Full Time,74
331843131,ngdd6200@bogus.com,Mao,Zhen,X,female,ELON3509,FSCI,HECS,Full Time,54
334995656,iciu4095@bogus.com,Mao,Ju,K,female,ELON3509,FEIT,HECS,Full Time,27
373435015,wdcq7784@bogus.com,Marina,Samuel,M,male,ELON3509,FEIT,International,Full Time,50
372573460,vejt2549@bogus.com,Mault,Logan,V,male,ELON3509,FASS,HECS,Full Time,8
352218988,rkuc3054@bogus.com,Maum,Katie,D,female,ELON3509,FASS,International,Full Time,61
324315125,vkbi8280@bogus.com,Maxted,Alexandra,C,female,ELON3509,FEIT,HECS,Full Time,70
321141134,viyu7622@bogus.com,McBurney,Michael,B,male,ELON3509,FASS,HECS,Part Time,23
338259657,gfkw9760@bogus.com,McEachern,Amber,H,female,ELON3509,SMED,International,Full Time,36
371091708,rqpb2545@bogus.com,McLellan,Bethany,C,female,ELON3509,FEIT,HECS,Full Time,26
371083141,siiy7084@bogus.com,McWilliams,Mary,L,female,ELON3509,FSCI,Local,Full Time,63
346976770,twxp2274@bogus.com,Melocco,Annabelle,A,female,ELON3509,FASS,International,Full Time,84
368623201,jlgv2990@bogus.com,Meng,Zhen,Y,male,ELON3509,FEIT,HECS,Full Time,93
352005421,fhhq4778@bogus.com,Meng,Huan Yue,F,female,ELON3509,SMED,Local,Part Time,78
322922178,hwip6724@bogus.com,Meng,Dong,X,male,ELON3509,FASS,HECS,Full Time,3
318960786,xmim2527@bogus.com,Mennell,Abby,E,female,ELON3509,FASS,International,Full Time,27
302221812,bemm5981@bogus.com,Moses,Aaron,C,male,ELON3509,FSCI,Local,Full Time,83
373885657,tofr1747@bogus.com,Mountgarrett,Harry,S,male,ELON3509,FSCI,HECS,Part Time,21
370514883,sjpm9284@bogus.com,Moysey,Oliver,L,male,ELON3509,FSCI,HECS,Full Time,91
313804677,aayp3440@bogus.com,Muecke,Jeremy,Z,male,ELON3509,FEIT,HECS,Part Time,32
362774579,nlrn2600@bogus.com,Mueller,Matthew,G,male,ELON3509,SMED,International,Full Time,98
316299150,qyrj1625@bogus.com,Muriel,Gemma,H,female,ELON3509,FSCI,International,Part Time,35
301628632,fqrq2826@bogus.com,Neild,Callum,M,male,ELON3509,FSCI,HECS,Full Time,55
326014960,zrry6844@bogus.com,Neilson,Alica,J,female,ELON3509,FSCI,International,Full Time,33
365188843,kyrf2728@bogus.com,Newell,Noah,P,male,ELON3509,FEIT,HECS,Full Time,39
330474078,yzqm6779@bogus.com,Ni,Li Qin,K,female,ELON3509,FSCI,HECS,Full Time,89
385743998,igsj1190@bogus.com,Nicol,Charles,K,male,ELON3509,FEIT,HECS,Full Time,7
372942263,jlpg6998@bogus.com,Nielsen,Summer,H,female,ELON3509,SMED,HECS,Full Time,19
399632301,ocbp8535@bogus.com,Niland,Alex,R,male,ELON3509,FASS,International,Full Time,22
375091549,grgf4368@bogus.com,Niu,Hsin,Z,male,ELON3509,FASS,HECS,Full Time,31
334077233,vwpa9814@bogus.com,Niu,Jiang Li,J,female,ELON3509,FEIT,Local,Full Time,84
369750473,oemi3222@bogus.com,Niu,Wei,Z,male,ELON3509,FASS,HECS,Full Time,4
310345498,araf1247@bogus.com,Nutt,Hayden,S,male,ELON3509,SMED,International,Full Time,60
326586105,yfcl7383@bogus.com,O'Bryan,Rory,L,male,ELON3509,FEIT,International,Full Time,67
329669890,pgmy7263@bogus.com,O'Connell,Ashley,A,female,ELON3509,FEIT,HECS,Part Time,83
325864558,odri3094@bogus.com,O'Hara,Annabelle,O,female,ELON3509,SMED,HECS,Full Time,68
377988336,vcsk9388@bogus.com,O'Loughlin,Savannah,R,female,ELON3509,SMED,International,Full Time,60
303900966,uzxs2139@bogus.com,O'Neil,Zachary,B,male,ELON3509,FASS,International,Full Time,76
389780993,nirb7596@bogus.com,Olsen,Katie,L,female,ELON3509,FEIT,International,Full Time,89
337685383,zefy4844@bogus.com,Osburn,Tyler,E,male,ELON3509,FASS,International,Full Time,29
352024083,sceq7267@bogus.com,Outhwaite,Matthew,B,male,ELON3509,FSCI,HECS,Full Time,85
346207929,vxua7059@bogus.com,Pai,Yu,O,female,ELON3509,FSCI,HECS,Full Time,11
300887942,fedv5020@bogus.com,Pan,Li Na,Y,female,ELON3509,SMED,Local,Full Time,64
303172806,itxh7058@bogus.com,Pan,Sying,Z,male,ELON3509,FSCI,HECS,Full Time,9
374671869,jwlw8695@bogus.com,Pan,Kang,Y,male,ELON3509,FASS,HECS,Full Time,26
393082366,masz1022@bogus.com,Pan,Chi,Y,male,ELON3509,FSCI,HECS,Part Time,27
324929928,nuik5717@bogus.com,Pan,Fang,K,female,ELON3509,SMED,HECS,Part Time,24
308095161,rbcn4718@bogus.com,Parry,Marcus,B,male,ELON3509,FSCI,HECS,Full Time,72
309560964,xbke1082@bogus.com,Pawsey,Maya,S,female,ELON3509,FEIT,International,Full Time,47
307866778,zjlq4707@bogus.com,Payten,James,A,male,ELON3509,FEIT,HECS,Full Time,96
353675043,xzhc6142@bogus.com,Pelloe,Kiara,N,female,ELON3509,SMED,International,Part Time,9
354375944,lbnd8665@bogus.com,Pemulwuy,Archer,A,male,ELON3509,FASS,International,Full Time,60
306927447,uraa4991@bogus.com,Peng,Shing,M,male,ELON3509,FSCI,HECS,Full Time,96
322717692,omsa9628@bogus.com,Peng,Yan,G,female,ELON3509,SMED,International,Full Time,3
335632717,byxs4666@bogus.com,Peng,Ning,X,male,ELON3509,SMED,Local,Full Time,58
396363767,rcct9241@bogus.com,Peng,Jie,Y,male,ELON3509,SMED,HECS,Full Time,78
325594216,uhxf6651@bogus.com,Peng,Da-Xia,J,female,ELON3509,SMED,HECS,Full Time,30
372523204,nqtw6254@bogus.com,Peng,Shi,P,male,ELON3509,FASS,HECS,Full Time,92
329673153,dhvu9914@bogus.com,Peng,Kang,W,male,ELON3509,FEIT,HECS,Full Time,87
308196800,dfqw7920@bogus.com,Perrett,Marcus,I,male,ELON3509,FEIT,International,Full Time,27
368341745,lflq4188@bogus.com,Pigot,Mitchell,J,male,ELON3509,FSCI,Local,Full Time,42
334627031,fqhv2924@bogus.com,Pollock,Adam,Z,male,ELON3509,FASS,International,Part Time,95
365173919,xxof9800@bogus.com,Post,Eva,J,female,ELON3509,SMED,HECS,Full Time,31
304728804,afxg2760@bogus.com,Poynton,Kate,C,female,ELON3509,FSCI,HECS,Part Time,74
393104982,kciv6303@bogus.com,Pratt,Tyler,K,male,ELON3509,FASS,HECS,Full Time,84
338203365,yxbf9083@bogus.com,Prenzel,Blake,I,male,ELON3509,FASS,International,Full Time,26
329926933,gquu9946@bogus.com,Ratten,Lucas,E,male,ELON3509,FEIT,HECS,Full Time,90
379577371,abuy4861@bogus.com,Ratten,Skye,C,female,ELON3509,FASS,HECS,Part Time,2
306187565,zyjt4743@bogus.com,Rechner,Daniel,S,male,ELON3509,FEIT,Local,Full Time,20
339642536,zatd1883@bogus.com,Reid,Evie,T,female,ELON3509,FSCI,HECS,Full Time,86
347344906,mfzr5097@bogus.com,Resch,Lucy,T,female,ELON3509,SMED,International,Full Time,55
386049690,epfz4814@bogus.com,Richard,Leo,A,male,ELON3509,FEIT,HECS,Full Time,53
365459726,gqeu4850@bogus.com,Rickard,Tristan,M,male,ELON3509,FSCI,HECS,Full Time,95
372322674,xjdn9494@bogus.com,Riordan,Michael,A,male,ELON3509,FSCI,HECS,Full Time,76
300247007,mzru3525@bogus.com,Rumble,Jasmine,W,female,ELON3509,SMED,HECS,Full Time,12
301580988,wumb1993@bogus.com,Samson,Mariam,H,female,ELON3509,SMED,HECS,Full Time,38
318581432,sqqq3082@bogus.com,Scaddan,Samuel,A,male,ELON3509,SMED,International,Full Time,83
393653065,sfrw5444@bogus.com,Scarfe,Elizabeth,J,female,ELON3509,SMED,International,Full Time,0
350577860,exjy6253@bogus.com,Scullin,Daniel,I,male,ELON3509,FASS,International,Part Time,34
347611175,quso1253@bogus.com,Seiffert,Callum,L,male,ELON3509,FASS,HECS,Full Time,72
319391283,hgsj1593@bogus.com,Septimus,Maddison,T,female,ELON3509,FASS,HECS,Full Time,1
307270760,wujw9003@bogus.com,Shao,Tain,L,male,ELON3509,FEIT,HECS,Full Time,86
394743304,bhry2766@bogus.com,Shao,Tain,L,male,ELON3509,FEIT,HECS,Full Time,30
384929829,zivt7384@bogus.com,Shao,Lee,C,female,ELON3509,FEIT,International,Full Time,32
367095920,zsyw5178@bogus.com,Sheehy,Aaron,M,male,ELON3509,FEIT,HECS,Full Time,97
368136019,baez3697@bogus.com,Shen,Wu,D,male,ELON3509,FASS,International,Part Time,2
301325099,hloe3850@bogus.com,Shen,Ni,C,female,ELON3509,FASS,HECS,Full Time,2
304089320,jcud8675@bogus.com,Shen,Park,Q,female,ELON3509,SMED,HECS,Full Time,25
368049219,loas9362@bogus.com,Shen,Xiuxiu,T,female,ELON3509,FASS,International,Full Time,6
320167525,ymqn9624@bogus.com,Shen,Hu,L,male,ELON3509,SMED,HECS,Part Time,61
372896655,rdcd4216@bogus.com,Sherrard,Hayley,I,female,ELON3509,FSCI,International,Full Time,33
388656142,oiwk6871@bogus.com,Shih,Yue Wan,G,female,ELON3509,FSCI,HECS,Full Time,93
360594548,domg7734@bogus.com,Shih,Yi Jie,J,female,ELON3509,FASS,HECS,Full Time,80
383607598,vrdr8964@bogus.com,Siddins,Archer,A,male,ELON3509,FEIT,Local,Full Time,10
372219518,eprk9004@bogus.com,Simonds,Hayley,A,female,ELON3509,FSCI,International,Full Time,60
354681144,aebo9729@bogus.com,Snow,Aaron,S,male,ELON3509,FSCI,Local,Full Time,42
356744765,eskt1458@bogus.com,Sowden,Dominic,L,male,ELON3509,FASS,International,Full Time,54
338069401,rbfc4680@bogus.com,Stawell,Scarlett,C,female,ELON3509,FASS,International,Full Time,54
330993001,htjk8160@bogus.com,Steere,Matilda,G,female,ELON3509,SMED,International,Part Time,95
339901466,jazx8337@bogus.com,Stott,Abigail,L,female,ELON3509,FEIT,International,Full Time,12
336690774,oowj4102@bogus.com,Stuckey,Adam,M,male,ELON3509,FASS,International,Full Time,26
321086178,bzwr9752@bogus.com,Su,Dong,L,male,ELON3509,FSCI,HECS,Part Time,82
338891495,plix3897@bogus.com,Su,Chung,C,male,ELON3509,SMED,International,Full Time,71
363724455,lqkc3218@bogus.com,Suffolk,Jonathan,T,male,ELON3509,FEIT,HECS,Full Time,73
350755395,akfv7474@bogus.com,Sun,Lian,W,female,ELON3509,FSCI,HECS,Full Time,63
371870969,lfxg7835@bogus.com,Sun,Cheng,Q,male,ELON3509,SMED,HECS,Full Time,78
302971487,umdi7936@bogus.com,Sung,Xiong,D,male,ELON3509,FEIT,HECS,Full Time,56
355529972,dszv5076@bogus.com,Sung,Zi,H,female,ELON3509,FASS,HECS,Full Time,89
351830398,vloe1895@bogus.com,Sweet,Skye,J,female,ELON3509,FSCI,International,Full Time,71
331750299,uqhv1847@bogus.com,Tai,Gang,X,male,ELON3509,FEIT,HECS,Full Time,66
319434037,ngqk2281@bogus.com,Tai,Mee,Y,female,ELON3509,FASS,HECS,Full Time,91
311256260,nhqa3379@bogus.com,Tai,Ping,T,female,ELON3509,FASS,HECS,Full Time,46
366786859,sgue9607@bogus.com,Tan,Yuan,Y,male,ELON3509,FASS,International,Full Time,64
373406770,hrmb2730@bogus.com,Tan,Mingmei,G,female,ELON3509,FASS,Local,Full Time,68
392873067,rjsi7200@bogus.com,Tan,Sying,W,male,ELON3509,SMED,HECS,Full Time,95
371558694,dpch2165@bogus.com,Tan,De,N,male,ELON3509,SMED,Local,Full Time,94
303746256,wtnq9773@bogus.com,Tang,Shi,Z,male,ELON3509,SMED,HECS,Full Time,56
386925878,ufan2340@bogus.com,Tang,Qiang,S,male,ELON3509,FSCI,HECS,Part Time,55
374633326,tfqp5260@bogus.com,Tang,Kang,D,male,ELON3509,FSCI,HECS,Full Time,4
327165833,yotc4347@bogus.com,Tang,Yi,X,male,ELON3509,SMED,HECS,Full Time,37
365562053,bvpe2188@bogus.com,Tao,Chan Juan,S,female,ELON3509,SMED,HECS,Full Time,42
367554915,agne9405@bogus.com,Tao,Yun,F,female,ELON3509,FSCI,HECS,Full Time,68
375781721,cvhc6096@bogus.com,Tao,Wang,G,male,ELON3509,FASS,HECS,Full Time,47
378691715,dtji9717@bogus.com,Teng,Jian,Q,male,ELON3509,SMED,International,Full Time,40
314178095,sflw5943@bogus.com,Teng,Hua,S,female,ELON3509,FASS,HECS,Full Time,11
357274575,nvsk5906@bogus.com,Teng,Xiu,G,female,ELON3509,FEIT,HECS,Full Time,76
344648171,ktna9500@bogus.com,Tien,Yue Yan,P,female,ELON3509,SMED,Local,Full Time,47
369343265,qsvj4157@bogus.com,Tien,Park,Y,female,ELON3509,FSCI,International,Full Time,10
359924515,adwx6417@bogus.com,Tien,Dan,Y,female,ELON3509,FEIT,International,Full Time,65
304989923,dcwv2624@bogus.com,Tighe,Noah,P,male,ELON3509,FASS,International,Full Time,23
317099064,tixe9896@bogus.com,Ting,Long,S,male,ELON3509,FASS,International,Full Time,16
368003982,vivd3521@bogus.com,Ting,On,F,male,ELON3509,FSCI,HECS,Full Time,28
337155121,pvvn5862@bogus.com,Torode,William,S,male,ELON3509,SMED,Local,Part Time,34
371856638,yflb8852@bogus.com,Townson,Aidan,L,male,ELON3509,FASS,HECS,Full Time,54
355639725,wzvt7926@bogus.com,Trenwith,Dakota,L,female,ELON3509,FASS,HECS,Full Time,57
386332184,jduu7476@bogus.com,Trott,Ruby,L,female,ELON3509,FSCI,Local,Full Time,52
338352995,hrsy1500@bogus.com,Troup,Alexander,B,male,ELON3509,SMED,HECS,Full Time,20
341901143,shds7293@bogus.com,Truscott,Jeremy,Z,male,ELON3509,SMED,HECS,Part Time,33
368286150,ucgo6886@bogus.com,Tsai,Lee,X,male,ELON3509,SMED,HECS,Full Time,75
330031265,vprr1975@bogus.com,Tsao,Shu,Y,female,ELON3509,SMED,HECS,Full Time,15
355087550,ciym1877@bogus.com,Tsao,Guang,H,male,ELON3509,FSCI,International,Full Time,95
315056223,vmzc3795@bogus.com,Tsou,Zi,W,female,ELON3509,FSCI,International,Full Time,18
362566983,shqf2222@bogus.com,Tsui,Hsin,J,male,ELON3509,FASS,HECS,Full Time,77
394595351,kwpd5127@bogus.com,Tsui,Wen,H,male,ELON3509,FSCI,International,Full Time,89
324080548,jvon6480@bogus.com,Tsui,Juan,S,female,ELON3509,SMED,HECS,Full Time,70
346091671,cacm9701@bogus.com,Tsui,Park,Y,male,ELON3509,FSCI,International,Full Time,49
302933475,adul1287@bogus.com,Tu,Xiuxiu,M,female,ELON3509,FSCI,HECS,Full Time,29
352992337,nigo6987@bogus.com,Tuan,Jian,A,male,ELON3509,FEIT,International,Full Time,75
318327022,bgta9777@bogus.com,Tuan,Peng,Y,male,ELON3509,SMED,HECS,Full Time,97
351787279,yqag8861@bogus.com,Tuan,Donglu,D,female,ELON3509,FSCI,Local,Full Time,53
307162674,iszy7608@bogus.com,Tung,Guo,L,male,ELON3509,FSCI,HECS,Full Time,55
399652891,ftix6798@bogus.com,Tung,Hong,J,female,ELON3509,FASS,International,Full Time,96
343458100,uhgb6104@bogus.com,Tung,Mei,S,female,ELON3509,SMED,International,Full Time,53
375965262,bngp6375@bogus.com,Tung,Feng,S,female,ELON3509,FSCI,HECS,Full Time,98
302831749,lsjc6754@bogus.com,Tung,Ni,F,female,ELON3509,SMED,International,Full Time,93
328732091,ozdx4299@bogus.com,Tung,Shaiming,S,male,ELON3509,FASS,Local,Full Time,68
341847353,psiq7177@bogus.com,Tung,Li Ming,M,female,ELON3509,FEIT,HECS,Part Time,33
343392654,yrlo4650@bogus.com,Tung,Chung,H,male,ELON3509,SMED,International,Full Time,19
306294783,jxuy9320@bogus.com,Turner,Abigail,S,female,ELON3509,SMED,HECS,Full Time,3
364557802,vfug1977@bogus.com,Vallis,Maya,E,female,ELON3509,SMED,International,Full Time,20
346327780,vsro8502@bogus.com,Verbrugghen,John,A,male,ELON3509,SMED,Local,Full Time,9
303784148,hpiq8069@bogus.com,Verdon,Isla,E,female,ELON3509,FSCI,Local,Full Time,37
311144756,gcjv5829@bogus.com,Vida,Bailey,C,male,ELON3509,SMED,Local,Part Time,49
353750662,ofco1757@bogus.com,Viney,Anna,N,female,ELON3509,FASS,International,Full Time,3
396813495,qprr2871@bogus.com,Waller,Layla,O,female,ELON3509,FSCI,HECS,Part Time,60
313565282,zhqj9026@bogus.com,Wallis,Joshua,A,male,ELON3509,SMED,HECS,Full Time,88
319838087,tydf7015@bogus.com,Wan,Tain,L,male,ELON3509,FSCI,International,Full Time,83
314835730,xriv7497@bogus.com,Wan,Hui Ying,C,female,ELON3509,SMED,Local,Full Time,18
366888585,pzrg4784@bogus.com,Wan,Wen,L,male,ELON3509,FEIT,International,Full Time,71
377307755,ekhh9936@bogus.com,Wang,Qiang,X,male,ELON3509,FSCI,International,Full Time,79
362823545,rqzt7130@bogus.com,Wang,Qiang,S,male,ELON3509,FEIT,International,Full Time,38
358309342,gjoy7100@bogus.com,Wang,Guang,D,male,ELON3509,FASS,International,Full Time,65
326583725,pfmy7907@bogus.com,Wang,Jie,L,male,ELON3509,SMED,International,Full Time,61
375686733,uqdi2518@bogus.com,Wang,Lok,C,male,ELON3509,FASS,Local,Full Time,47
369428497,wzcw2862@bogus.com,Watson,Jacob,E,male,ELON3509,FSCI,Local,Full Time,63
332732693,wgyl8142@bogus.com,Wayn,Georgia,T,female,ELON3509,SMED,HECS,Full Time,67
383986559,lgep5016@bogus.com,Wei,Yi Min,M,female,ELON3509,FASS,International,Full Time,39
323439459,hwel2748@bogus.com,Wei,Wen,D,female,ELON3509,FEIT,HECS,Part Time,76
360909888,kekp1077@bogus.com,Weir,Sienna,A,female,ELON3509,FASS,HECS,Full Time,38
324929526,gxjf5561@bogus.com,Weld,Stella,C,female,ELON3509,FEIT,International,Full Time,78
377656762,ujfn4872@bogus.com,Wentworth,Poppy,B,female,ELON3509,SMED,Local,Part Time,39
314710798,ktou5809@bogus.com,Westacott,Zane,V,male,ELON3509,SMED,International,Full Time,29
384130178,ljds5495@bogus.com,Westall,Jasmine,M,female,ELON3509,FEIT,Local,Full Time,15
315500979,xbzt4735@bogus.com,Whiddon,Hannah,C,female,ELON3509,FSCI,International,Full Time,18
371287589,gvod5976@bogus.com,Whittingham,Lily,C,female,ELON3509,FSCI,Local,Full Time,55
320250819,ueki2661@bogus.com,Whittingham,Jamie,C,male,ELON3509,FASS,HECS,Full Time,30
363306701,mwdn5048@bogus.com,Wilkie,Austin,A,male,ELON3509,FASS,HECS,Full Time,66
338367446,riph9150@bogus.com,Willoughby,James,S,male,ELON3509,FEIT,International,Full Time,21
342063808,zxvb1333@bogus.com,Wilsmore,Elijah,D,male,ELON3509,FEIT,HECS,Full Time,87
364278565,dwhm6805@bogus.com,Winder,Ben,E,male,ELON3509,SMED,International,Full Time,58
384087855,rack3133@bogus.com,Worrall,Nate,A,male,ELON3509,FSCI,HECS,Full Time,73
342909546,tlrr2539@bogus.com,Wu,Donglu,Y,female,ELON3509,SMED,HECS,Full Time,20
365657705,gmgm8170@bogus.com,Wu,Ting,X,female,ELON3509,FSCI,HECS,Full Time,22
338468940,tbiu8361@bogus.com,Wyatt,Brock,A,male,ELON3509,FASS,International,Full Time,0
391664777,nnmi2236@bogus.com,Yang,Park,M,male,ELON3509,FSCI,HECS,Full Time,48
303150085,ubkz8437@bogus.com,Yao,Fai,X,male,ELON3509,FASS,International,Full Time,41
376145642,obul8767@bogus.com,Yao,Yue Ying,Y,female,ELON3509,FEIT,International,Full Time,64
363042345,nmwx5463@bogus.com,Yao,Yue You,C,female,ELON3509,FASS,International,Full Time,74
339976930,guyv6373@bogus.com,Yao,Jia Li,Y,female,ELON3509,FSCI,International,Part Time,48
364989077,dudh8154@bogus.com,Yao,Tao,L,male,ELON3509,FASS,HECS,Full Time,64
363199685,kkwp7086@bogus.com,Yeh,Ye,X,male,ELON3509,FSCI,International,Full Time,29
366631579,xksf9959@bogus.com,Yeh,Chi,P,male,ELON3509,FASS,International,Full Time,41
305952916,jraz5983@bogus.com,Yelverton,Rachel,L,female,ELON3509,FEIT,HECS,Full Time,86
354206252,eujx2720@bogus.com,Yin,Chan,C,female,ELON3509,FEIT,HECS,Full Time,42
396122419,gcai2531@bogus.com,Yin,Yi Min,L,female,ELON3509,SMED,International,Full Time,84
390818653,dqak6396@bogus.com,Yin,Wen,X,male,ELON3509,FASS,International,Full Time,15
389237182,tgxl8370@bogus.com,Yu,Yul,Q,male,ELON3509,SMED,HECS,Full Time,94
355706852,jzzy7257@bogus.com,Yu,Jie,F,male,ELON3509,FEIT,International,Full Time,9
371999198,njix7494@bogus.com,Yu,Yue Yan,N,female,ELON3509,FASS,International,Full Time,49
341447626,vdes9020@bogus.com,Yu,Mee,F,female,ELON3509,FEIT,HECS,Full Time,31
386278539,xkok7971@bogus.com,Yu,Wei,L,female,ELON3509,FEIT,International,Full Time,20
309690303,bgzy2219@bogus.com,Yuan,Shing,T,male,ELON3509,SMED,International,Full Time,50
327260545,ltgt8926@bogus.com,Yuan,Wu,M,male,ELON3509,SMED,HECS,Full Time,23
393914963,sfze2856@bogus.com,Yuan,Fai,H,male,ELON3509,FSCI,International,Full Time,30
334174243,vyir7272@bogus.com,Yuan,Chan,X,male,ELON3509,FEIT,International,Full Time,5
390513771,ipbk8272@bogus.com,Yuan,Xiong,S,male,ELON3509,FASS,International,Full Time,99
301871719,glpm2733@bogus.com,Yuan,Dong,C,male,ELON3509,FEIT,HECS,Full Time,4
300773633,kxvk9747@bogus.com,Yuan,Xiu Juan,M,female,ELON3509,FEIT,HECS,Full Time,67
341018836,kmgo5805@bogus.com,Zeal,Leah,J,female,ELON3509,FSCI,HECS,Full Time,60
